cpg,PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,PT49,PT50,PT51,PT52,PT53,PT54,PT55,PT56,PT57,PT58,PT59,PT60,PT61,PT62,PT63,PT64,PT65,PT66,PT67,PT68,PT69,PT70,PT71,PT72,PT73,PT74,PT75,PT76,PT77,PT78,PT79,PT80
cg00279662,0.8921476,0.9139611,0.1214612,0.7509252,0.1916722,0.753803,0.1415771,0.09321402,0.128937,0.9167548,0.7059345,0.1446328,0.6992205,0.7363261,0.7382999,0.8983564,0.180198,0.1020179,0.07242063,0.76766,0.1234414,0.05704307,0.2178669,0.7123005,0.1246377,0.1233161,0.9163404,0.7256539,0.1459144,0.7211316,0.1166937,0.903755,0.7082199,0.1203791,0.9199861,0.7362998,0.1503095,0.1531612,0.1197772,0.6860614,0.09855454,0.07314286,0.09289099,0.8833333,0.1148429,0.1687204,0.9222798,0.6897463,0.1164743,0.788601,0.1896887,0.03725262,0.7128713,0.7709845,0.7648535,0.06423983,0.03125,0.7190421,0.733234,0.05257143,0.9129623,0.7770461,0.9258278,0.7271259,0.1364393,0.111816,0.1189225,0.2334004,0.1338346,0.1044061,0.7293758,0.8926353,0.08319467,0.09340189,0.8973545,0.7306831,0.7567446,0.6702009,0.9252455
cg00293330,0.893876,0.9112676,0.4244306,0.3613862,0.4570313,0.8759789,0.9165877,0.550505,0.9035116,0.8826612,0.8826115,0.1287129,0.8959135,0.2118644,0.9120279,0.8785402,0.3875598,0.8617242,0.2831541,0.3688525,0.9079542,0.3229814,0.8879117,0.8919598,0.9128693,0.4529617,0.5014749,0.8538823,0.2118644,0.5454546,0.2971698,0.3201754,0.8788602,0.3410405,0.1046512,0.9020729,0.3742331,0.9250327,0.9407838,0.8001688,0.9173648,0.9284006,0.8933532,0.8480408,0.9156662,0.8322737,0.2702703,0.4597315,0.9184101,0.8682889,0.9233013,0.2173913,0.9053529,0.8830769,0.2723005,0.9083186,0.9342862,0.933561,0.8999586,0.9261885,0.4699647,0.925801,0.3970037,0.8751507,0.8712886,0.3490566,0.3405994,0.9016842,0.9085948,0.3427762,0.797196,0.409894,0.1624365,0.8977976,0.4411765,0.1477273,0.9172953,0.8824353,0.2614379
cg00295418,0.6001755,0.04746494,0.06217048,0.8740432,0.643814,0.05731032,0.04883799,0.9207837,0.9020118,0.8946261,0.9043221,0.5960097,0.635655,0.6631418,0.6044676,0.6321244,0.8458053,0.6570765,0.9112353,0.6452381,0.9032028,0.6429648,0.04433887,0.9018905,0.05636979,0.8914856,0.6553642,0.6239879,0.8712584,0.9163176,0.04519559,0.8882607,0.8928738,0.6533116,0.6363527,0.890494,0.923988,0.9105604,0.6759934,0.6255751,0.6072848,0.6456003,0.03804835,0.04827136,0.627937,0.6192483,0.6514154,0.8584298,0.672517,0.9079401,0.9211944,0.7149684,0.03138338,0.6725582,0.6776411,0.9039031,0.04600539,0.6971933,0.900021,0.6462687,0.7165514,0.6573981,0.6767356,0.6319143,0.6064865,0.8751417,0.8839677,0.8542776,0.602105,0.8927271,0.6510017,0.04420695,0.828564,0.5594484,0.04826687,0.8792637,0.8968391,0.8760644,0.6079124
cg00322820,0.10428,0.1458974,0.1328934,0.8756261,0.6349265,0.106523,0.111219,0.1210526,0.1010486,0.5560288,0.6181296,0.6294964,0.6210151,0.1063077,0.09837427,0.7984023,0.8283533,0.6104621,0.6054481,0.08276714,0.6372495,0.8300033,0.09730238,0.5505581,0.5808539,0.6126754,0.1010118,0.5913938,0.6040775,0.8676173,0.6103055,0.8429693,0.6113753,0.5906662,0.6229771,0.1204204,0.8775077,0.6578462,0.1232279,0.7933655,0.1041922,0.111763,0.1041105,0.1241578,0.6349338,0.6261581,0.1092575,0.863432,0.6077635,0.8698285,0.1110593,0.8706738,0.1274212,0.892854,0.6843504,0.1033193,0.8825629,0.6357173,0.1194436,0.1149557,0.6292556,0.1102375,0.8865102,0.6448393,0.6274397,0.6318466,0.1069109,0.1159026,0.7881411,0.1127866,0.6498981,0.5734089,0.8170447,0.1054901,0.6107296,0.6289715,0.8818569,0.6133987,0.611897
cg00324979,0.1289683,0.2310513,0.8341018,0.788242,0.8389589,0.3295455,0.8094729,0.4625083,0.8074137,0.8249056,0.2910702,0.7738313,0.7948883,0.8380145,0.7780736,0.1988247,0.7282452,0.84285,0.828228,0.868606,0.2751092,0.3264249,0.841373,0.8186281,0.3256445,0.7660958,0.8166635,0.8178555,0.7662852,0.8346246,0.7830788,0.7627018,0.7261542,0.7929399,0.234657,0.7593757,0.4151967,0.7922622,0.8610212,0.7458941,0.8281986,0.3881131,0.6682922,0.6675211,0.4100957,0.821273,0.1820154,0.6775054,0.8382322,0.8054704,0.7877896,0.7409623,0.2952784,0.3151979,0.2981632,0.2553191,0.7400275,0.8384165,0.2450254,0.8223131,0.7832046,0.2700965,0.2247232,0.7670726,0.4102941,0.7486495,0.7662542,0.7156441,0.4177086,0.3304398,0.7852415,0.2596768,0.7110161,0.2571068,0.7716971,0.682128,0.3378661,0.2943906,0.1551306
cg00337921,0.7144315,0.7119832,0.1588486,0.1760363,0.7448257,0.7282489,0.8144367,0.7877157,0.09693877,0.727825,0.1279373,0.7515379,0.7688307,0.7726328,0.6927119,0.722897,0.7294274,0.7197859,0.7188049,0.7610301,0.7701737,0.809516,0.7989725,0.7351197,0.8011586,0.7121212,0.7268924,0.7839464,0.1307794,0.1280057,0.09562682,0.1101804,0.116463,0.7531591,0.7452262,0.1284153,0.1372813,0.7426965,0.8309486,0.7696983,0.7829688,0.7348828,0.7226539,0.6907408,0.1697736,0.7700875,0.2127273,0.7594042,0.7716594,0.7841635,0.09693166,0.7720506,0.2457282,0.7393209,0.7775619,0.1044568,0.7664142,0.7392513,0.1328302,0.8033708,0.1223449,0.7592986,0.7564794,0.7692758,0.8115628,0.7123412,0.714057,0.1853448,0.1290138,0.1517011,0.7743334,0.6848249,0.7580917,0.7377446,0.7672158,0.7386067,0.7309237,0.06370656,0.163857
cg00345083,0.5609608,0.8507463,0.1126309,0.8808035,0.6522357,0.6393067,0.6503856,0.6796657,0.845758,0.8351282,0.8575681,0.6135055,0.07877261,0.884104,0.5850544,0.8263066,0.7885149,0.6000769,0.1085271,0.6593813,0.6416891,0.8567581,0.1288948,0.8448367,0.8592616,0.5376018,0.5350063,0.5887641,0.554073,0.877817,0.5935927,0.5607477,0.1026063,0.1150045,0.5955056,0.1033955,0.9068537,0.6344036,0.115042,0.5578992,0.8621158,0.6036518,0.5783924,0.1055035,0.6461799,0.09460338,0.5082936,0.5272179,0.6293848,0.6612852,0.8802891,0.6026398,0.8795105,0.8715839,0.110581,0.8440852,0.6412948,0.8724521,0.634598,0.8752228,0.6381394,0.8531408,0.6049797,0.1050783,0.8283509,0.07859787,0.09686284,0.1015691,0.5945502,0.6279281,0.6316589,0.06627516,0.7822443,0.5867293,0.6252615,0.8235294,0.5968907,0.8778022,0.8268772
cg00347850,0.7519271,0.7910289,0.2217484,0.1953092,0.7960131,0.8178549,0.8210828,0.7860191,0.1356948,0.7646867,0.1369151,0.7616385,0.7807086,0.7845026,0.7737892,0.7500446,0.7280608,0.776529,0.7726753,0.7972713,0.7991974,0.7784375,0.7761723,0.7415696,0.7647545,0.8113533,0.7803754,0.7744948,0.2025814,0.201373,0.1467257,0.2027103,0.1843088,0.7927752,0.7707296,0.1861734,0.1802294,0.7913745,0.8280117,0.7756485,0.7622206,0.7480667,0.7702766,0.7899108,0.1958474,0.7845464,0.2114315,0.7464253,0.7927254,0.7846639,0.2213267,0.7981595,0.1857924,0.8134211,0.7725322,0.1896638,0.805875,0.796115,0.180216,0.7777259,0.2288647,0.8129219,0.7860934,0.7682863,0.7783094,0.7325563,0.7726189,0.14377,0.1872641,0.2163139,0.8097883,0.7361062,0.7414944,0.7056559,0.7638869,0.7547002,0.7641137,0.1828571,0.2058658
cg00348031,0.2432083,0.8691491,0.2261761,0.8654177,0.2340317,0.9065632,0.9015022,0.9107453,0.8763698,0.2477558,0.8797464,0.3233083,0.8942251,0.9015165,0.8995301,0.8772258,0.8805698,0.2449799,0.8942842,0.9134247,0.2307087,0.2717131,0.8905831,0.2825664,0.8781507,0.872082,0.8834054,0.8895527,0.8946157,0.9008141,0.9042661,0.2327586,0.8882233,0.3149753,0.8907011,0.8998663,0.9001355,0.2640766,0.9146886,0.8788456,0.890876,0.8880549,0.8863498,0.8951181,0.8909486,0.8792393,0.893287,0.1914692,0.2021277,0.3085753,0.9028294,0.8961516,0.9107683,0.9129129,0.9196507,0.8737832,0.8970737,0.8946362,0.9063722,0.9012212,0.900483,0.9155363,0.2111628,0.8867419,0.8854747,0.8457994,0.2804824,0.8502058,0.8885087,0.327845,0.9154744,0.8866788,0.8600292,0.8839322,0.8971581,0.1998583,0.8841752,0.8868403,0.8980065
cg00366603,0.5895522,0.5831732,0.07244571,0.8779594,0.09640523,0.6569951,0.1033636,0.9315413,0.6264672,0.8984149,0.6384028,0.05501913,0.6184124,0.6550747,0.6658732,0.9113321,0.622196,0.04945286,0.06565885,0.9286623,0.6469231,0.6562158,0.06399022,0.9153836,0.6670234,0.8428605,0.6239409,0.6256303,0.05520811,0.9287872,0.6228285,0.904908,0.6254647,0.05702722,0.630659,0.6593033,0.08794163,0.07737755,0.6840282,0.9129166,0.6407222,0.9185205,0.8314829,0.6026958,0.9113806,0.08213363,0.5774201,0.5808493,0.6555698,0.9175737,0.6722814,0.9215069,0.6918223,0.9356725,0.06124161,0.9216573,0.07794677,0.6367083,0.650592,0.667371,0.6954221,0.926041,0.8968624,0.07104623,0.08780386,0.06565022,0.07560418,0.8882859,0.8831692,0.6388158,0.9318695,0.6110658,0.5936825,0.5842261,0.9070286,0.6409314,0.07569141,0.6621929,0.5941163
cg00409000,0.6383446,0.6701579,0.1598588,0.05197505,0.7082039,0.728424,0.7280899,0.7676134,0.1061073,0.7482096,0.1064593,0.7444886,0.6798478,0.7032967,0.706023,0.5726336,0.6582357,0.6673917,0.5970958,0.7324076,0.6161369,0.7487656,0.7110862,0.6613206,0.5940222,0.765495,0.6330906,0.7170442,0.1201952,0.08943089,0.09848024,0.08828621,0.09698997,0.7025084,0.6657401,0.1173913,0.07746479,0.7219136,0.8195275,0.7525461,0.7357192,0.7005908,0.7045846,0.6939956,0.1387054,0.7539173,0.112963,0.7244588,0.6513044,0.7035444,0.07370054,0.6568352,0.0109375,0.7178715,0.7186221,0.09571344,0.7711692,0.7769389,0.1303669,0.7367365,0.09649703,0.7632074,0.75,0.6646844,0.6561373,0.5454082,0.687161,0.173391,0.1405313,0.06511928,0.7287292,0.6352832,0.6613194,0.7662632,0.7041956,0.656098,0.6968774,0.1243159,0.1802395
cg00413734,0.09981256,0.8893907,0.6416062,0.9126715,0.102311,0.09610425,0.9362494,0.6731626,0.06896552,0.5955408,0.9120829,0.5957694,0.6224275,0.9106122,0.6031669,0.5905569,0.06328518,0.9229086,0.6213393,0.6263782,0.9225596,0.9317494,0.9266194,0.05868167,0.6129662,0.5895829,0.05269801,0.9224585,0.6116362,0.9137815,0.6319333,0.9042553,0.9167575,0.9358824,0.08476078,0.9250289,0.9209719,0.645063,0.9384813,0.9021186,0.9032909,0.6163454,0.9081606,0.9209302,0.6179005,0.08635625,0.08288314,0.9178211,0.9262823,0.6348776,0.0859218,0.6574093,0.6549091,0.9364097,0.6562471,0.9149425,0.6497669,0.6102652,0.6677218,0.9296875,0.07779822,0.07864108,0.9394549,0.9247805,0.622054,0.5951542,0.6211025,0.6285079,0.6151999,0.09497908,0.6576779,0.5927366,0.04747686,0.5718458,0.5807996,0.6142495,0.6427347,0.9151582,0.6486369
cg00433220,0.7307692,0.7396364,0.1001698,0.09419152,0.7466165,0.7997804,0.8029013,0.7794294,0.08835341,0.7830363,0.05230289,0.7625542,0.8191794,0.7896017,0.8047504,0.7534588,0.7546791,0.7363148,0.7622555,0.7749295,0.793456,0.719053,0.7516624,0.7525922,0.7574688,0.7665257,0.7425033,0.7683388,0.1271777,0.1101629,0.1041667,0.1097561,0.152154,0.769482,0.7841641,0.1412429,0.1121187,0.7873266,0.7956939,0.7295579,0.720033,0.7413968,0.7491103,0.7813452,0.1110266,0.798323,0.1158147,0.6834629,0.7448447,0.7515253,0.1484849,0.7693602,0.1317073,0.8056419,0.7871125,0.1154229,0.7609228,0.7325428,0.1132917,0.7440143,0.09082734,0.7721575,0.7934229,0.7490861,0.7751154,0.719475,0.7630332,0.118683,0.1788413,0.142,0.8150083,0.7072966,0.7224743,0.7234327,0.7308425,0.7582583,0.7623925,0.1265924,0.1348222
cg00439656,0.5786405,0.06742815,0.9455868,0.07601297,0.9477454,0.696198,0.679062,0.686462,0.5983732,0.9299805,0.6423464,0.6301891,0.6596974,0.05970677,0.07083717,0.6054987,0.07619909,0.629544,0.06568763,0.07324655,0.951417,0.05697953,0.6808259,0.05245781,0.6338319,0.6457157,0.06978002,0.6154437,0.6413435,0.0415893,0.6595767,0.5971828,0.9258093,0.08168869,0.09146653,0.07653246,0.9341757,0.6831215,0.6893426,0.6523728,0.6218312,0.05615551,0.06512246,0.6880409,0.9355551,0.9428467,0.09607784,0.6441801,0.6314179,0.9341792,0.6661413,0.6707317,0.6908174,0.6856894,0.6857808,0.06113074,0.08022388,0.9380608,0.04013785,0.6493612,0.9564613,0.0587577,0.7225303,0.6892986,0.626256,0.08691309,0.6496317,0.9329104,0.07844745,0.6528418,0.6499246,0.6304688,0.06164384,0.5994068,0.08992806,0.07454579,0.06090156,0.6500684,0.641675
cg00445202,0.8340223,0.8599629,0.3395784,0.2715232,0.9056126,0.9078702,0.9151291,0.9102613,0.8867174,0.2886598,0.8986138,0.8888889,0.2832168,0.9077473,0.8569956,0.8752006,0.8772203,0.9015674,0.2196078,0.900395,0.05448718,0.905143,0.9105036,0.9001589,0.8902805,0.881812,0.868835,0.2090592,0.8827927,0.1514084,0.9001592,0.103139,0.8970404,0.2938775,0.2874016,0.8831206,0.9120064,0.9101393,0.9082627,0.8921695,0.8756039,0.8860639,0.8639659,0.8863976,0.9186673,0.8648081,0.8522494,0.8637232,0.8774139,0.8904692,0.9126793,0.9166268,0.8830399,0.8922892,0.2868633,0.884302,0.9122332,0.9060842,0.8867835,0.9038605,0.9103281,0.8866528,0.8977858,0.9096666,0.84637,0.2380952,0.8930675,0.8798139,0.05208333,0.8826424,0.9133782,0.8549042,0.8569101,0.8897843,0.9000722,0.8791363,0.9042431,0.8956968,0.239011
cg00466309,0.6446632,0.6662265,0.01902519,0.04072398,0.662721,0.6952141,0.6878542,0.7047531,0.02927273,0.6751183,0.02438025,0.6556343,0.6853829,0.6562171,0.6646276,0.6485134,0.6967253,0.6482738,0.6960312,0.7033942,0.6464722,0.6957736,0.6815677,0.6596246,0.6521986,0.7043415,0.6572449,0.6860724,0.02244095,0.02645607,0.02160149,0.01667593,0.03932029,0.671252,0.6793724,0.02842169,0.01862981,0.653037,0.6650408,0.6471556,0.656072,0.6584811,0.6667588,0.6635595,0.02822423,0.6657349,0.03500916,0.6665321,0.6539068,0.6797261,0.03610265,0.6872731,0.02795699,0.6710234,0.6574546,0.02860548,0.6857929,0.662539,0.02731541,0.6773451,0.02652035,0.6618544,0.6452597,0.6580453,0.6584634,0.6385043,0.7000862,0.03179055,0.03447099,0.03047549,0.6683213,0.6405883,0.6694191,0.6361389,0.6587176,0.6520251,0.627745,0.03310221,0.02012413
cg00474373,0.891314,0.9040289,0.9188429,0.6156577,0.667249,0.9425539,0.6911272,0.9467503,0.07112069,0.9275958,0.9226661,0.6198228,0.9099143,0.08253589,0.945236,0.07837497,0.9068369,0.9326357,0.6295167,0.8884142,0.07598447,0.6399312,0.9455968,0.5915318,0.6440179,0.6309357,0.8857082,0.9169349,0.8916754,0.6337726,0.6635514,0.6254184,0.09736932,0.6522749,0.8950547,0.9118029,0.6705532,0.9242374,0.08839779,0.6275656,0.5904945,0.61875,0.8852248,0.9269262,0.6626183,0.6742529,0.6595706,0.6433894,0.9385965,0.8788154,0.1052893,0.9425643,0.9332225,0.6502762,0.6636593,0.6118549,0.9232401,0.9411702,0.9231322,0.6577768,0.9309449,0.9532763,0.6929102,0.6690909,0.922109,0.631029,0.6152707,0.9245631,0.9126049,0.6663094,0.6719742,0.6338202,0.8977118,0.5982143,0.07114565,0.6455203,0.8671395,0.9455603,0.9214154
cg00532122,0.9191704,0.766887,0.9190073,0.9315718,0.9319694,0.9415896,0.180117,0.8061721,0.1647458,0.7978476,0.124498,0.9418095,0.7862924,0.8070974,0.8010526,0.7538285,0.1110278,0.9353585,0.9305525,0.1275272,0.9365488,0.9272114,0.7936348,0.7621786,0.9270787,0.7864233,0.1484973,0.9412879,0.7534841,0.9417418,0.9548604,0.9312515,0.7990447,0.7488121,0.7780101,0.9528727,0.7956511,0.9424857,0.8110436,0.7868202,0.9310606,0.9398208,0.784997,0.7693548,0.9498354,0.7931679,0.9440659,0.9324875,0.1165501,0.9364795,0.1408912,0.7818854,0.939464,0.807438,0.9450473,0.1321645,0.9426574,0.8023691,0.9458525,0.9414936,0.7506039,0.8080301,0.9524344,0.7500795,0.7729979,0.9230769,0.77292,0.920397,0.7867664,0.7471087,0.8014581,0.9434338,0.1685274,0.9456238,0.9384159,0.9398047,0.9475056,0.1858268,0.7990844
cg00540295,0.8686309,0.155902,0.8849216,0.8946289,0.176781,0.9048703,0.9053009,0.2062542,0.8888804,0.9051125,0.1928494,0.9128832,0.2404181,0.1586998,0.2325383,0.09090909,0.9119049,0.2620545,0.9080506,0.1924565,0.2661692,0.9229992,0.9176787,0.9072376,0.8940381,0.2124294,0.9167613,0.9126824,0.9120203,0.9153776,0.9224806,0.226248,0.212,0.211464,0.1335428,0.2158385,0.2006633,0.2311015,0.9200656,0.9157233,0.8930895,0.1719682,0.8975524,0.9089914,0.2143532,0.2623239,0.2437121,0.2495413,0.9122249,0.2870772,0.9156259,0.1666667,0.9053278,0.1908127,0.3425827,0.919114,0.9213328,0.2813163,0.1894737,0.9212525,0.9271194,0.2213983,0.2573529,0.2213018,0.8882761,0.885947,0.2079343,0.2158904,0.8906833,0.8917879,0.3027127,0.9078183,0.9042643,0.9067414,0.8956344,0.9078947,0.9082778,0.2820513,0.9117469
cg00553601,0.6448111,0.6596039,0.1133896,0.1033958,0.1282186,0.1469455,0.8877627,0.1325,0.7274795,0.7408957,0.9296171,0.9409771,0.7046685,0.9331104,0.9341942,0.6885328,0.9258025,0.7057737,0.6570302,0.7178782,0.1239737,0.05383936,0.1497948,0.695987,0.6682442,0.1189759,0.7223774,0.733721,0.732644,0.1121701,0.7374429,0.9025136,0.6908821,0.93917,0.755336,0.1071429,0.9316992,0.1367583,0.7162015,0.9125209,0.9153153,0.902454,0.08315715,0.7699401,0.7402642,0.1405136,0.7441314,0.6985567,0.9156218,0.740949,0.7215496,0.7363164,0.7009346,0.1294498,0.8929534,0.7485644,0.1490593,0.9296389,0.7648395,0.9413196,0.7403189,0.7436498,0.1492147,0.7057011,0.1111741,0.631646,0.9264854,0.9067416,0.7237136,0.6941593,0.7322443,0.07556161,0.9120398,0.671062,0.1139896,0.1752854,0.7486842,0.9019074,0.9498655
cg00570635,0.5361524,0.5780808,0.1015953,0.6130795,0.8431967,0.1369087,0.1380323,0.8773052,0.1051444,0.5688198,0.112801,0.09924573,0.10162,0.6154962,0.565838,0.138853,0.726942,0.6152375,0.07972097,0.6022202,0.5892857,0.6499148,0.09865276,0.04502814,0.5963222,0.1020842,0.6010448,0.8257918,0.6014917,0.6392977,0.1473795,0.1270178,0.5854688,0.1419778,0.1342452,0.1166045,0.6688061,0.1416287,0.8773946,0.5878173,0.1009864,0.6319945,0.08948433,0.5982434,0.08094849,0.120944,0.1664,0.5737399,0.6406423,0.627964,0.1181818,0.8357838,0.1141609,0.6263703,0.8585709,0.03467619,0.1100917,0.1198466,0.6089179,0.1232227,0.1118227,0.6365979,0.5824727,0.6104617,0.5899299,0.09629074,0.09821718,0.1008439,0.8016765,0.6152538,0.1162528,0.5661129,0.75178,0.1177661,0.5545076,0.1473304,0.1255091,0.1466132,0.1134488
cg00572336,0.3300248,0.8617203,0.8890424,0.8916511,0.909954,0.33829,0.3468935,0.3800146,0.8988156,0.2332506,0.9067221,0.8987168,0.9103014,0.8979746,0.2642487,0.2298436,0.8835298,0.8906623,0.349046,0.9029393,0.2353604,0.9021608,0.2171582,0.2462787,0.8803427,0.3213297,0.8990186,0.8966255,0.8948364,0.9104316,0.2879098,0.308554,0.8784277,0.2868705,0.8920236,0.9093664,0.2710686,0.9060769,0.923042,0.2936747,0.8855023,0.2178899,0.8952844,0.8892213,0.9095778,0.2899628,0.9017718,0.8977938,0.2525,0.905766,0.906456,0.9166667,0.9072811,0.9300601,0.9263906,0.3067332,0.9243614,0.9167124,0.9050156,0.9175925,0.9017564,0.9263235,0.8988398,0.8971334,0.8790131,0.249522,0.8948209,0.8904043,0.8942789,0.9113083,0.3131749,0.8800218,0.8843907,0.9132017,0.8974589,0.8937638,0.9047742,0.8930781,0.8823977
cg00583618,0.6143249,0.6269764,0.02323318,0.03264447,0.6222658,0.6361338,0.6314501,0.6198064,0.03004957,0.5917861,0.03085714,0.5738965,0.601624,0.6025277,0.6058191,0.586829,0.6125141,0.6138164,0.591055,0.5981976,0.6136492,0.630192,0.6057175,0.5771222,0.6120388,0.6047608,0.57334,0.5846987,0.003978968,0.01239328,0.01993226,0.03406035,0.03249964,0.5838344,0.5885941,0.03503272,0.02474351,0.5602559,0.5892149,0.5886087,0.5633835,0.5811298,0.5574608,0.5659559,0.02820348,0.5749047,0.03338156,0.6014677,0.5510365,0.5654482,0.02182415,0.5790491,0.02839679,0.58201,0.5930568,0.02278363,0.5845586,0.5670641,0.02072539,0.5772711,0.01396541,0.5810733,0.5366725,0.5939875,0.5732599,0.5641171,0.6023405,0.03473227,0.03849057,0.0351622,0.6138054,0.5611712,0.5912022,0.5994271,0.562891,0.5938026,0.5674912,0.03509474,0.02652855
cg00587941,0.8885605,0.9051411,0.9179729,0.3025794,0.916176,0.9003433,0.920275,0.9289457,0.9514965,0.9183512,0.9294775,0.9258479,0.9357061,0.9224358,0.9397163,0.9022208,0.9402137,0.9483034,0.9140047,0.2877584,0.9320229,0.9255049,0.8979455,0.9363482,0.4416058,0.9169035,0.9311481,0.9227411,0.9106978,0.3287435,0.9203461,0.9074506,0.9098626,0.9405687,0.8851737,0.9167122,0.9297037,0.9182466,0.9466701,0.1980831,0.9169064,0.3029197,0.9261345,0.9313825,0.9066069,0.1971154,0.9202226,0.9167798,0.1581569,0.3091483,0.9170364,0.2584416,0.8792879,0.2666667,0.9265566,0.923093,0.9227316,0.9284331,0.9406064,0.9215908,0.9130615,0.9135119,0.9312139,0.8797426,0.1912513,0.9008241,0.9213241,0.9037724,0.8884333,0.8854987,0.9058391,0.9203587,0.928581,0.9179027,0.9344173,0.1930295,0.1832884,0.911745,0.8784032
cg00603890,0.6770371,0.7670408,0.1274581,0.1639031,0.7402732,0.7642674,0.7508587,0.7633159,0.1154654,0.7269703,0.08245614,0.7106024,0.746801,0.7237012,0.6998594,0.7166196,0.7097669,0.7041298,0.7208887,0.7230676,0.6808869,0.7279164,0.7324076,0.6968194,0.7234168,0.7062837,0.6945313,0.7161235,0.09406322,0.1167435,0.1007621,0.1273692,0.1415313,0.7679746,0.7385248,0.1090196,0.1281853,0.7485394,0.7468066,0.69326,0.7063603,0.7160097,0.722166,0.701536,0.08095952,0.6117035,0.1791553,0.694644,0.7282169,0.7493594,0.05617978,0.7307588,0.1493256,0.7215816,0.7361773,0.121134,0.7387679,0.7174087,0.06177606,0.7244095,0.09435897,0.708676,0.7140621,0.7117044,0.7313628,0.6261047,0.7035844,0.0893617,0.03020408,0.1301565,0.7230535,0.6998617,0.6975919,0.6771383,0.6868384,0.6736232,0.6972852,0.09552496,0.172524
cg00618396,0.6191644,0.6573111,0.1272414,0.09973707,0.6671814,0.6817642,0.668122,0.7090638,0.09380531,0.6470536,0.09882262,0.6709259,0.69731,0.6500166,0.6951948,0.627338,0.6994007,0.6604099,0.6419705,0.6507782,0.6962981,0.6403785,0.645742,0.5852772,0.6264995,0.7292798,0.6816753,0.6734391,0.08404836,0.1087092,0.117788,0.08089146,0.07715066,0.6372597,0.6770818,0.1091739,0.1088115,0.6613559,0.7080745,0.5464923,0.5341393,0.6419689,0.6475092,0.6506074,0.09747659,0.6934989,0.08105307,0.6270642,0.6695757,0.6605072,0.1168224,0.6588876,0.114267,0.683243,0.7098415,0.08877397,0.7132558,0.6940612,0.1062545,0.6297687,0.1259042,0.6967967,0.6653434,0.6301582,0.6590909,0.612725,0.6766106,0.1273802,0.1045358,0.1284061,0.6984184,0.5881884,0.6720266,0.6780257,0.6952722,0.6743705,0.6953664,0.1112054,0.09521105
cg00631877,0.62563,0.6669375,0.0956023,0.6993118,0.9071101,0.9145544,0.6932203,0.095,0.8840019,0.8992,0.7016129,0.6577699,0.03699897,0.6778917,0.9024172,0.1490683,0.903089,0.01741023,0.6469402,0.6244785,0.8918919,0.900371,0.7123288,0.8993157,0.9047619,0.6856936,0.7209909,0.05594406,0.7237381,0.7012362,0.7011616,0.8943259,0.8932039,0.1164216,0.9102316,0.6854545,0.7144451,0.8848814,0.713491,0.1178248,0.6572638,0.6316558,0.6906523,0.8766474,0.9159809,0.9321473,0.7096189,0.6993368,0.7141873,0.7167969,0.897447,0.6948506,0.9413434,0.9327499,0.7024986,0.7201145,0.0173482,0.6957495,0.08282582,0.6470588,0.08141112,0.9143646,0.7473919,0.04104478,0.9082491,0.7153518,0.924695,0.8964401,0.2576744,0.9308807,0.7145309,0.6010101,0.9184862,0.6674432,0.11133,0.6948831,0.6528836,0.7264151,0.6901709
cg00632374,0.6760276,0.6714783,0.1676928,0.152214,0.7053739,0.6807966,0.7300355,0.747272,0.154792,0.7200054,0.1192598,0.7116632,0.7146184,0.7176309,0.6992982,0.7130357,0.7310457,0.7166251,0.7176398,0.7407462,0.7191839,0.7513172,0.712845,0.7075248,0.5590631,0.7470294,0.7294931,0.7240517,0.1207503,0.1207419,0.1213793,0.1508306,0.1694352,0.7222156,0.7257079,0.1546287,0.1717364,0.7485976,0.764521,0.7036974,0.7098039,0.7174636,0.7119638,0.7006563,0.1388973,0.7421213,0.1656958,0.7035159,0.7355031,0.7330514,0.137594,0.7458298,0.1425009,0.7330678,0.751525,0.1208267,0.7476143,0.7344888,0.1376301,0.7349716,0.1351153,0.7305112,0.7231356,0.7056851,0.7213333,0.6627573,0.6904936,0.1286765,0.1642317,0.1522316,0.7502694,0.7066103,0.7018462,0.702535,0.6795733,0.6985751,0.7264695,0.137559,0.12618
