cpg,module,gene
cg01201512,grey,NINJ2
cg01202150,turquoise,PCDHA7
cg01206923,turquoise,NPM1
cg01213928,turquoise,APEX1
cg01214346,grey,
cg01216369,blue,SPATA16
cg01216438,grey,
cg01216467,blue,
cg01217180,grey,ENTPD6
cg01217666,turquoise,TMEM194A
cg01218414,grey,C7orf28A
cg01218619,grey,
cg01222603,turquoise,SBF2
cg01226806,turquoise,
cg01232511,grey,PRSS21
cg01233397,blue,
cg01237870,turquoise,MCM10
cg01238044,grey,GSTT1
cg01239735,grey,IQSEC3
cg01240734,turquoise,AIFM2
cg01241758,turquoise,GPD2
cg01243246,turquoise,CCDC15
cg01243251,blue,ENPP2
cg01244303,turquoise,HMGCS1
cg01244421,blue,
cg01244650,brown,HIST1H2BJ
cg01246431,turquoise,NR2C1
cg01246520,grey,RAI1
cg01250235,turquoise,WDR91
cg01252526,grey,WDR90
cg01252672,turquoise,NPR3
cg01253545,turquoise,RNF185
cg01254303,grey,SRRM4
cg01254739,greenyellow,BAT5
cg01258653,turquoise,BAIAP3
cg01258718,blue,ZNF713
cg01261464,turquoise,UBR7
cg01261798,grey,DPYSL4
cg01263292,turquoise,IRAK3
cg01267532,grey,
cg01268383,grey,
cg01268571,grey,
cg01268824,grey,ZNF154
cg01269537,brown,ST3GAL2
cg01270451,cyan,ZCCHC8
cg01272707,turquoise,
cg01273330,grey,
cg01274643,grey,
cg01275887,blue,FOXK1
cg01276222,turquoise,CCNB1
cg01277542,grey,SLC6A2
cg01281175,blue,HRH2
cg01283246,grey,FBXL21
cg01283332,grey,
cg01286930,grey,SPTBN1
cg01286959,grey,SFRS6
cg01287342,blue,TTPA
cg01287514,turquoise,
cg01288184,turquoise,CABLES1
cg01290068,turquoise,MAT2B
cg01290755,grey,
cg01290885,turquoise,C12orf23
cg01292486,turquoise,SRI
cg01292810,grey,
cg01295646,grey,MYOM2
cg01296653,turquoise,CDC37L1
cg01296875,turquoise,ALG3
cg01299579,grey,NOL10
cg01302562,grey,RIMBP2
cg01302712,turquoise,SNX8
cg01303655,blue,TNRC6C
cg01306614,turquoise,TNPO1
cg01307092,grey,SPRYD3
cg01307939,grey,TMEM130
cg01308968,grey,
cg01310397,grey,MUC4
cg01311051,turquoise,ALDOA
cg01312858,turquoise,CCDC85A
cg01313077,turquoise,GPN1
cg01320969,turquoise,SUV420H1
cg01322290,blue,APBB2
cg01323777,grey,KCNAB3
cg01324343,grey,ABCC5
cg01326531,turquoise,C9orf116
cg01327147,grey,KIAA1161
cg01327685,blue,
cg01328403,turquoise,NOL12
cg01330280,turquoise,HIST1H3H
cg01330290,turquoise,MED12L
cg01330880,turquoise,SOCS1
cg01331196,grey,HRH1
cg01335658,grey,
cg01335729,turquoise,ZCCHC3
cg01336821,turquoise,MAML3
cg01339704,grey,SMTNL2
cg01340310,blue,VPS53
cg01341891,turquoise,ZZZ3
cg01341976,pink,TEX9
cg01342196,turquoise,IFI16
cg01343206,turquoise,EHBP1
cg01348757,blue,PLIN1
cg01348922,grey,ENPP7
cg01351787,blue,OR11G2
cg01351822,grey,UNC45A
cg01352656,grey,
cg01352882,turquoise,STUB1
cg01353809,turquoise,ARID2
cg01353941,grey,
cg01355108,grey,
cg01358740,turquoise,MYEOV2
cg01358940,blue,
cg01359822,grey,ETS2
cg01363334,blue,WHAMM
cg01363383,grey,MXI1
cg01364129,blue,MAGI3
cg01367424,turquoise,
cg01369829,blue,C16orf52
cg01370181,turquoise,NR2F2
cg01373687,blue,NOMO1
cg01380533,blue,ESRP2
cg01381028,blue,
cg01381636,turquoise,
cg01382105,blue,ATP11A
cg01382900,turquoise,NOL7
cg01383546,turquoise,COG8
cg01385230,turquoise,ENTPD4
cg01385836,blue,ORMDL1
cg01385882,blue,
cg01386792,grey,DBNDD1
cg01388144,turquoise,TP53BP1
cg01389203,turquoise,
cg01392180,blue,LYRM4
cg01392184,grey,ZFYVE19
cg01392313,grey,C6orf227
cg01392544,brown,CACNB2
cg01393327,turquoise,OSTBETA
cg01394138,turquoise,RECQL5
cg01394819,turquoise,PODN
cg01395630,blue,
cg01395760,turquoise,KIF22
cg01398299,blue,
cg01398583,blue,
cg01401824,blue,TANC1
cg01406988,turquoise,MEIS1
cg01407235,turquoise,ARHGAP25
cg01407460,grey,Magmas
cg01408127,turquoise,COQ10B
cg01409419,turquoise,GTDC1
cg01410224,darkred,METTL1
cg01411142,grey,INTS10
cg01412936,cyan,WDR65
cg01412970,grey,PLD6
cg01417037,darkgrey,
cg01418856,grey,TUBA1C
cg01419567,turquoise,ZFHX4
cg01422262,turquoise,VAV3
cg01422370,grey,
cg01423393,grey,KIAA1875
cg01423916,turquoise,
cg01424145,turquoise,KCNN4
cg01424241,blue,KANK1
cg01424889,grey,AVIL
cg01425666,turquoise,
cg01425746,grey,CHST1
cg01428378,turquoise,CCDC62
cg01429662,turquoise,B4GALNT2
cg01430302,turquoise,USP10
cg01431972,turquoise,C10orf41
cg01431992,turquoise,TAOK3
cg01433914,blue,ADD3
cg01434608,turquoise,CMTM3
cg01434618,turquoise,C1orf25
cg01434672,steelblue,FAM172A
cg01435344,turquoise,GOLGA7B
cg01436551,grey,ZNF148
cg01437515,grey,TNFRSF4
cg01438145,grey,WDR37
cg01438737,grey,SFRS6
cg01439560,black,BICC1
cg01439854,turquoise,AARS
cg01441308,blue,BIN1
cg01445689,blue,WDR60
cg01448194,blue,C3orf48
cg01448562,grey,
cg01449425,blue,
cg01449973,grey,
cg01450705,turquoise,CPLX2
cg01451880,blue,SLC6A20
cg01453816,turquoise,GABBR1
cg01454528,turquoise,NME2
cg01454639,turquoise,
cg01456368,grey,DNAH1
cg01456938,grey,RNF4
cg01458105,grey,STK32C
cg01458752,turquoise,EIF3F
cg01460805,turquoise,EGR3
cg01461368,blue,
cg01464730,grey,RPTOR
cg01468334,blue,KIAA1958
cg01468426,orange,MYST3
cg01471265,blue,HDAC4
cg01474781,blue,AFF3
cg01476568,grey,C10orf18
cg01477942,grey,
cg01479768,grey,
cg01480180,grey,FZD1
cg01481569,grey,TMTC1
cg01485838,turquoise,EVL
cg01489256,grey,TDH
cg01492330,grey,KRT3
cg01492656,turquoise,N4BP2
cg01493198,turquoise,SF3B14
cg01493303,turquoise,GRWD1
cg01493318,turquoise,
cg01498231,turquoise,SPOCK2
cg01499217,grey,APCDD1
cg01500633,turquoise,SNORD50A
cg01504836,turquoise,KDM4D
cg01505254,turquoise,C6orf89
cg01510153,blue,BRAF
cg01514357,blue,PRKCZ
cg01514538,grey,FLJ42875
cg01514703,turquoise,SOCS4
cg01515515,grey,BRDT
cg01516851,grey,
cg01517521,turquoise,USP12
cg01517571,grey,ACOT11
cg01519350,brown,ARMC8
cg01520402,grey,
cg01521080,blue,SLC38A10
cg01522456,lightgreen,TSPAN2
cg01524174,turquoise,SOX9
cg01525669,blue,ARGLU1
cg01526870,turquoise,LOH12CR1
cg01528762,turquoise,RAB11B
cg01529538,turquoise,RBM23
cg01531409,grey,PPM1A
cg01537486,turquoise,SNORD27
cg01538778,turquoise,TMED5
cg01539269,turquoise,KLHL26
cg01540024,turquoise,C16orf88
cg01543795,turquoise,JMJD5
cg01547344,blue,
cg01553434,blue,RIMS1
cg01554231,blue,MUC5B
cg01554235,turquoise,BLZF1
cg01554777,blue,TLR2
cg01555270,turquoise,ATP5SL
cg01555307,turquoise,
cg01556715,turquoise,RPS23
cg01556929,turquoise,VPS28
cg01558040,turquoise,VANGL1
cg01558660,turquoise,CDC37L1
cg01559436,grey,ARSK
cg01559663,grey,NPBWR1
cg01561368,turquoise,SMEK1
cg01561839,turquoise,
cg01562241,turquoise,PIGG
cg01562537,grey,TSPAN18
cg01563031,turquoise,NELL1
cg01565314,turquoise,EXOC3L2
cg01566127,turquoise,MACROD1
cg01566282,black,BIRC8
cg01567173,grey,
cg01567615,blue,RASA3
cg01570069,turquoise,HELLS
cg01570662,turquoise,ZNF140
cg01571001,grey,
cg01571407,turquoise,GSPT1
cg01571722,grey,PIK3R4
cg01572989,grey,
cg01573149,turquoise,
cg01573747,grey,CPAMD8
cg01574823,blue,PTPRO
cg01576340,turquoise,CTNNBIP1
cg01576496,blue,PPP1R12A
cg01579024,grey,RANBP17
cg01579765,grey,HSF2BP
cg01579928,turquoise,CALM1
cg01579950,turquoise,NRXN2
cg01580340,grey,
cg01580934,turquoise,SRPK2
cg01583265,turquoise,ASNS
cg01583514,blue,TJP3
cg01583969,turquoise,NEFM
cg01584104,turquoise,ZNF778
cg01587550,turquoise,LNPEP
cg01588435,turquoise,ICK
cg01588581,grey,C2orf54
cg01593751,midnightblue,TOM1L1
cg01594233,turquoise,
cg01594538,turquoise,
cg01596171,blue,C5orf54
cg01597255,turquoise,SMARCC2
cg01597741,turquoise,MKRN1
cg01601439,turquoise,HN1L
cg01601518,grey,ZFYVE28
cg01603234,blue,
cg01606516,grey,GUK1
cg01608167,turquoise,STRAP
cg01609139,grey,
cg01609214,blue,MIR30D
cg01611372,blue,RNF217
cg01612037,blue,
cg01612292,grey,FAM83H
cg01614237,grey,
cg01616529,grey,DRD4
cg01620164,grey,FIGN
cg01620580,turquoise,ZNF665
cg01624173,grey,
cg01625761,blue,RTN4IP1
cg01628528,grey,C1QTNF9
cg01629329,turquoise,NOP56
cg01632311,turquoise,NUDT1
cg01632322,blue,PLIN3
cg01637175,grey,KCNJ12
cg01637870,turquoise,C14orf181
cg01638225,blue,LOC100130872
cg01640684,grey,TBCD
cg01642168,yellow,HSPBP1
cg01642183,turquoise,SNX26
cg01644979,darkgrey,XPO5
cg01645676,blue,C7orf50
cg01649597,turquoise,NMUR1
cg01652190,grey,C22orf34
cg01652244,grey,DPPA5
cg01653110,turquoise,VAMP4
cg01653672,turquoise,RBCK1
cg01654446,grey,TAPBP
cg01655667,grey,
cg01658670,turquoise,YPEL2
cg01663052,blue,C14orf126
cg01663953,grey,CCDC81
cg01664727,grey,RUNX1
cg01665212,turquoise,IER3
cg01666600,turquoise,KCNJ12
cg01667892,grey,PRDM9
cg01674679,turquoise,GTF3A
cg01675229,turquoise,
cg01677098,turquoise,TCEA1
cg01678788,turquoise,
cg01680010,turquoise,
cg01680839,yellow,CYP46A1
cg01682157,blue,
cg01682506,turquoise,
cg01683948,turquoise,ANKS3
cg01685242,grey,SIPA1
cg01685246,turquoise,ZNF768
cg01685644,turquoise,MBLAC1
cg01687301,turquoise,DBF4B
cg01690029,turquoise,OSBPL11
cg01693326,blue,CHORDC1
cg01694488,grey,
cg01696605,grey,
cg01697541,turquoise,TMEM97
cg01698934,grey,MGC23284
cg01699425,turquoise,FUS
cg01700386,blue,
cg01701002,turquoise,ARMC7
cg01703419,turquoise,
cg01707795,grey,ACTN1
cg01709316,turquoise,KCTD5
cg01709619,turquoise,
cg01710432,blue,HCN4
cg01713535,turquoise,C14orf101
cg01714284,turquoise,ACSL1
cg01715266,turquoise,KRT27
cg01715370,lightgreen,DNAJC7
cg01718447,turquoise,CRHR2
cg01718711,grey,ERI1
cg01719793,turquoise,ARHGEF19
cg01722343,turquoise,PI4K2B
cg01723606,grey,SH2B2
cg01723710,turquoise,ADIPOR1
cg01723747,turquoise,HN1L
cg01724067,turquoise,GTF2A1
cg01725199,turquoise,GALNT12
cg01727419,grey,SH3PXD2A
cg01732804,turquoise,TUBA4A
cg01733217,turquoise,RFWD3
cg01735558,blue,LMF1
cg01736133,grey,
cg01736164,blue,
cg01738022,turquoise,ADCY9
cg01741372,grey,
cg01743020,blue,MYT1L
cg01745275,blue,
cg01751134,turquoise,LPCAT2
cg01751549,blue,ZNF318
cg01752856,blue,CSGALNACT1
cg01753252,blue,
cg01754041,turquoise,SAA3P
cg01754423,grey,
cg01754525,grey,
cg01755467,turquoise,WRN
cg01755539,turquoise,JMJD5
cg01756564,turquoise,ATM
cg01757534,turquoise,BACH2
cg01758539,blue,RPS20
cg01760090,grey,
cg01763702,turquoise,ZFAND2A
cg01765077,grey,WDR66
cg01765152,turquoise,PVT1
cg01765249,turquoise,TBX2
cg01766699,blue,DNAH7
cg01769037,turquoise,JARID2
cg01769501,turquoise,SDAD1
cg01769749,darkgrey,
cg01769980,blue,CCDC125
cg01770109,turquoise,RPS27A
cg01773685,grey,KLK15
cg01775802,grey,RGS6
cg01777672,blue,PDZRN4
cg01777861,grey,
cg01778345,grey,GDAP2
cg01778981,turquoise,POP7
cg01784199,turquoise,DNAJB4
cg01786048,grey,ESPNL
cg01788568,turquoise,DGUOK
cg01788773,grey,
cg01790646,turquoise,HDAC4
cg01791104,turquoise,PIGV
cg01792601,grey,
cg01794405,blue,
cg01795562,turquoise,RAB3GAP2
cg01795694,turquoise,ZNF706
cg01795955,grey,
cg01796038,blue,
cg01797371,grey,
cg01797567,turquoise,MGAT2
cg01798443,turquoise,RPSA
cg01802180,blue,BTG4
cg01802397,turquoise,SIP1
cg01804844,blue,TSHZ1
cg01805493,blue,
cg01807202,turquoise,C4orf33
cg01808030,grey,RIBC2
cg01810623,blue,
cg01812337,black,MMP15
cg01813026,grey60,RPLP2
cg01813071,turquoise,MMP7
cg01813761,turquoise,PARP2
cg01814731,blue,SFRS16
cg01815076,grey,SLC35B3
cg01816482,blue,OPA1
cg01816997,turquoise,CDC5L
cg01817714,turquoise,EIF4G1
cg01818597,brown,COX8A
cg01819759,grey,RNF219
cg01819863,turquoise,EPC1
cg01820262,turquoise,CTNNBL1
cg01820463,blue,FTHL3
cg01821018,grey,TACSTD2
cg01822573,turquoise,TBKBP1
cg01824410,grey,
cg01825148,blue,NEURL4
cg01829163,grey,SLC7A5
cg01833234,grey,DNHD1
cg01835037,turquoise,SEC14L1
cg01835742,turquoise,CLK1
cg01835766,turquoise,C20orf43
cg01835854,blue,C4orf41
cg01835873,turquoise,RBMS3
cg01837362,grey,
cg01840183,grey,
cg01842890,blue,HCG18
cg01843524,turquoise,C15orf37
cg01847719,grey,CAT
cg01849085,grey,ZNF727
cg01849212,turquoise,MYOF
cg01850767,turquoise,C21orf45
cg01850934,turquoise,VTI1B
cg01854967,grey,
cg01856650,turquoise,PDCD6
cg01856849,turquoise,CBR4
cg01858014,blue,KTN1
cg01860063,turquoise,ST8SIA4
cg01862523,turquoise,FAM135A
cg01863042,grey,
cg01864468,turquoise,
cg01865610,turquoise,LOC552889
cg01867950,blue,TMEM71
cg01868016,turquoise,BTBD7
cg01869136,blue,PELI2
cg01869405,turquoise,ANKRD27
cg01870140,turquoise,TMTC4
cg01870995,grey,PRMT8
cg01871920,blue,
cg01873391,turquoise,MTDH
cg01873886,grey,BMP4
cg01874867,grey,PON1
cg01878788,magenta,RING1
cg01879488,brown,CD44
cg01879693,blue,ZFP28
cg01880908,blue,TNRC6C
cg01881255,turquoise,SERTAD3
cg01881939,turquoise,ACTG1
cg01883591,turquoise,TUBD1
cg01884537,turquoise,RAD18
cg01887804,turquoise,IVD
cg01888566,grey,MEST
cg01888767,grey,
cg01889448,blue,HLA-DQB1
cg01890726,grey,GLB1L2
cg01895398,grey,
cg01896926,grey,GLOD4
cg01897796,turquoise,SLTM
cg01898370,grey,MAEA
cg01900836,blue,
cg01901107,turquoise,ACCN3
cg01903420,grey,
cg01904145,grey,PROK2
cg01904169,blue,SUPT7L
cg01904886,blue,
cg01906442,turquoise,KIF23
cg01907658,turquoise,AFF4
cg01908690,grey,ZNF646
cg01908874,grey,
cg01910231,turquoise,HDGF
cg01910249,turquoise,MYO5A
cg01911237,grey,ST3GAL1
cg01911613,grey,
cg01911981,grey,ADAM3A
cg01912586,turquoise,
cg01915642,blue,TASP1
cg01916088,paleturquoise,FOXP4
cg01916446,grey,FBXO31
cg01921845,blue,AKT1
cg01922485,blue,
cg01922603,blue,CSGALNACT1
cg01926066,turquoise,FANCF
cg01928147,turquoise,CAB39L
cg01932125,blue,RSF1
cg01933251,turquoise,STRAP
cg01934787,blue,LRRFIP2
cg01937701,grey,DHRS4
cg01938118,turquoise,STXBP3
cg01943478,turquoise,ATF2
cg01943577,blue,
cg01944087,turquoise,ANP32A
cg01947066,turquoise,PML
cg01947949,turquoise,FGFRL1
cg01948083,greenyellow,
cg01949920,blue,LMTK2
cg01951420,turquoise,IQCB1
cg01951637,grey,CBFA2T3
cg01952084,blue,FAM108C1
cg01955828,blue,ARPP19
cg01956267,turquoise,ACVR1
cg01956420,grey,COL4A1
cg01957799,grey,GSTT1
cg01957971,blue,PPP2R2A
cg01959562,turquoise,IGFBP7
cg01962183,grey,CLCN7
cg01962727,grey,ANKRD26P1
cg01963221,turquoise,RAD54L
cg01964685,turquoise,
cg01966091,grey,HAS3
cg01966334,grey,MYO7B
cg01966344,turquoise,DEPDC5
cg01969910,turquoise,GNB4
cg01970638,turquoise,DOK4
cg01970906,turquoise,PCID2
cg01971071,grey,DPH2
cg01971667,grey,
cg01974656,blue,
cg01978534,grey,APEH
cg01981960,grey,MYL10
cg01982516,grey,
cg01985595,blue,PDE7B
cg01986757,blue,DDX42
cg01987515,turquoise,COPS7B
cg01989461,turquoise,GTF2A1
cg01990334,turquoise,FOXJ3
cg01992382,grey,TNXB
cg01993067,blue,TPCN2
cg01993169,darkgreen,
cg01993413,grey,METTL3
cg01993680,turquoise,
cg01993818,grey,NPAS3
cg01994542,turquoise,EIF5
cg01996304,sienna3,ZNF668
cg01996567,grey,SSPO
cg01997089,turquoise,
cg01997529,turquoise,C19orf22
cg01999229,turquoise,SNRNP70
cg02000145,grey60,BAT1
cg02000275,sienna3,
cg02001279,grey,ARID3A
cg02002217,grey,
cg02004499,grey,SDK1
cg02004621,turquoise,KLC4
cg02005549,grey,GSTCD
cg02006977,turquoise,SLC35E3
cg02007090,turquoise,TMEM184B
cg02009256,turquoise,GLS2
cg02014690,turquoise,DGCR6
cg02015219,blue,TSPAN5
cg02018277,grey,PIF1
cg02018465,turquoise,MAPK15
cg02018764,grey,
cg02019305,blue,
cg02020650,turquoise,RPIA
cg02021210,turquoise,BTBD8
cg02021337,blue,KLHL24
cg02023215,blue,OR2W1
cg02023345,turquoise,TMEM26
cg02025083,turquoise,VEZF1
cg02025680,blue,PGS1
cg02030141,blue,FAF1
cg02030816,blue,THAP10
cg02032070,turquoise,POLR3B
cg02034447,turquoise,SPG7
cg02036430,blue,SSBP2
cg02036832,turquoise,E4F1
cg02037518,turquoise,SLC43A1
cg02038168,grey,
cg02039072,blue,LOC731789
cg02040433,black,NDRG4
cg02047577,turquoise,UCKL1AS
cg02048674,brown,RPL13AP5
cg02048807,turquoise,AHNAK2
cg02048922,grey,BAI1
cg02051562,blue,APOBEC4
cg02053964,turquoise,NCOR2
cg02054479,grey,LYRM1
cg02056682,grey,IRX5
cg02057013,blue,ELFN1
cg02057157,turquoise,CNO
cg02059980,blue,SSH1
cg02060408,red,SETDB1
cg02060902,turquoise,XKR5
cg02061047,turquoise,SHCBP1
cg02062348,white,ATP6V0A2
cg02063828,turquoise,PELI1
cg02067211,turquoise,LOC100133091
cg02067580,yellow,C1orf77
cg02068160,blue,C12orf76
cg02071276,turquoise,FBXO28
cg02071292,grey,GLIPR1L2
cg02072376,turquoise,C1orf77
cg02072400,grey,
cg02072446,blue,HDAC4
cg02072885,turquoise,LAMP3
cg02074728,turquoise,
cg02075405,turquoise,LTB
cg02075410,grey,LRBA
cg02076414,turquoise,STIL
cg02077793,turquoise,CARM1
cg02082720,blue,
cg02083376,blue,EXT2
cg02083539,salmon,DOC2A
cg02083989,midnightblue,GNS
cg02087101,blue,CBFA2T3
cg02088197,grey,
cg02088292,turquoise,
cg02088470,grey,ADARB2
cg02090547,turquoise,ERN1
cg02090762,grey,FSCN2
cg02091066,turquoise,DST
cg02091185,grey,RANBP17
cg02092589,blue,IGF2R
cg02092880,turquoise,
cg02093918,blue,ATG7
cg02094388,grey,YME1L1
cg02094989,turquoise,
cg02095937,turquoise,TRIM59
cg02096172,grey,
cg02101486,turquoise,DLX5
cg02102533,grey,CCDC102A
cg02104456,blue,BTBD1
cg02105519,grey,PCDHA7
cg02106155,blue,
cg02107269,turquoise,NUDC
cg02108556,blue,ASAP1
cg02110333,turquoise,NDUFS6
cg02111786,blue,NRXN3
cg02118559,blue,CTNND2
cg02118635,turquoise,RAD51C
cg02119577,grey,ETS2
cg02119693,blue,MYO1B
cg02119792,grey,
cg02120714,turquoise,
cg02120739,turquoise,PM20D2
cg02121704,turquoise,CHEK1
cg02121891,turquoise,BBX
cg02123995,turquoise,C6orf170
cg02125316,grey,FGF18
cg02126098,turquoise,MAP3K3
cg02126435,grey,RFWD3
cg02126753,turquoise,AEBP1
cg02127127,blue,TMEM213
cg02128139,turquoise,ZBTB9
cg02132003,grey,ANAPC11
cg02132379,blue,SCRN1
cg02132463,blue,
cg02133786,grey,BAT3
cg02135464,blue,MIR299
cg02136620,grey,RUFY1
cg02140159,blue,
cg02144298,turquoise,CEBPA
cg02147032,turquoise,AP1G1
cg02147224,turquoise,
cg02148222,turquoise,ST6GAL1
cg02149189,grey,
cg02150714,blue,ARHGEF10
cg02150927,blue,PRIM2
cg02152120,turquoise,SPAG17
cg02152233,grey,OPRD1
cg02152982,turquoise,KDM3A
cg02153584,turquoise,CCDC117
cg02153747,blue,SVIL
cg02154874,turquoise,VEZT
cg02155528,royalblue,NGRN
cg02155927,salmon,
cg02157626,violet,
cg02159489,grey,
cg02161084,turquoise,CD276
cg02162144,grey,
cg02162404,turquoise,
cg02164335,blue,
cg02167713,grey,
cg02169098,turquoise,PPPDE2
cg02169125,grey,TMEM199
cg02169279,blue,PEBP4
cg02169338,grey,
cg02169857,grey,NCRNA00116
cg02172142,turquoise,BARD1
cg02172579,turquoise,ANK1
cg02172616,darkgreen,EED
cg02173268,turquoise,RGS19
cg02173849,turquoise,PJA2
cg02174092,grey,
cg02175231,blue,PRKCQ
cg02175309,blue,NUBPL
cg02175952,blue,RBM33
cg02177444,blue,
cg02177621,turquoise,STYX
cg02180579,blue,CECR5
cg02180766,grey,MAVS
cg02182794,blue,RAB28
cg02185053,turquoise,FAM49B
cg02190610,grey60,MYLIP
cg02190746,turquoise,ASB13
cg02192555,blue,MSRA
cg02195995,blue,
cg02196694,darkgrey,TOX
cg02197563,blue,
cg02197918,turquoise,TPP2
cg02200456,grey,SLC22A18AS
cg02201066,blue,HS3ST5
cg02201914,turquoise,
cg02210123,turquoise,RHOJ
cg02210151,grey,FGFR2
cg02212310,royalblue,BAT2
cg02215070,turquoise,AKR1B1
cg02216295,turquoise,ANKRD11
cg02218809,turquoise,TMEM219
cg02219949,grey,SP6
cg02220129,grey,
cg02221622,grey,
cg02221750,turquoise,ANKLE1
cg02222290,turquoise,SGPL1
cg02223005,turquoise,TPPP
cg02224314,grey,BCL11B
cg02225143,turquoise,MANF
cg02225716,grey,MAL2
cg02225897,turquoise,RTDR1
cg02228804,turquoise,HIST1H2AI
cg02231052,turquoise,RPS3
cg02231295,turquoise,RAD9A
cg02232273,black,
cg02236651,turquoise,LIMD2
cg02239258,grey,
cg02242345,blue,
cg02243714,grey,JPH3
cg02247823,red,GMFB
cg02249577,grey,
cg02250291,blue,
cg02251172,turquoise,PAOX
cg02251859,grey,GPR98
cg02253567,turquoise,
cg02254774,grey,LOC441601
cg02256410,turquoise,TPX2
cg02257681,turquoise,DDAH2
cg02257714,turquoise,CACNA1H
cg02257953,grey,
cg02260340,purple,RNF5P1
cg02262633,blue,NXN
cg02262786,turquoise,C10orf76
cg02263377,blue,ADSSL1
cg02263479,turquoise,NTHL1
cg02263539,turquoise,ST6GAL1
cg02264195,blue,TRAP1
cg02267270,grey,MDGA1
cg02267838,turquoise,STIM2
cg02269984,blue,
cg02270332,grey,
cg02270541,turquoise,CDK7
cg02271560,turquoise,C2orf63
cg02272207,yellow,PLEKHH3
cg02273436,grey,PDGFRA
cg02273535,turquoise,SUB1
cg02274108,turquoise,ATPGD1
cg02276361,blue,REEP3
cg02276826,grey,
cg02277999,lightgreen,SPATA7
cg02278912,grey,
cg02278959,blue,ZNF286B
cg02279953,blue,SNORD114-11
cg02281226,turquoise,STX8
cg02281577,blue,ABHD2
cg02284587,turquoise,CACHD1
cg02286659,blue,SRCIN1
cg02286847,turquoise,FKBP10
cg02287093,sienna3,C17orf58
cg02287371,grey,SLC6A18
cg02288296,turquoise,SNX8
cg02288777,turquoise,PEF1
cg02289287,grey,
cg02289992,turquoise,FAM164A
cg02290823,grey,TMED1
cg02291164,grey,
cg02291466,turquoise,CHPF2
cg02292450,blue,CSMD3
cg02293936,turquoise,LOC404266
cg02297831,turquoise,MED28
cg02299195,blue,PTPRJ
cg02299497,grey,
cg02299568,steelblue,TRMT2A
cg02300154,grey,WBSCR17
cg02303067,blue,NIPBL
cg02304092,grey,FLJ44606
cg02304584,grey,
cg02307953,turquoise,MRPL30
cg02308795,turquoise,CDC42SE2
cg02310882,turquoise,ZFHX3
cg02313495,grey,BMF
cg02314201,grey,
cg02314846,turquoise,ACAA1
cg02315450,blue,YWHAQ
cg02317534,blue,
cg02320003,grey,ELOVL7
cg02320083,grey,
cg02320481,grey,IRS2
cg02321381,turquoise,OXA1L
cg02322621,turquoise,ZBTB9
cg02322843,blue,SLC15A4
cg02324737,turquoise,DYNC1I2
cg02325243,turquoise,PBX4
cg02325679,turquoise,SCAND1
cg02326032,turquoise,GABPB1
cg02327501,grey,CHGA
cg02329767,turquoise,STARD4
cg02331830,grey,PLEC1
cg02331910,grey,S100A13
cg02335554,turquoise,DUSP16
cg02335863,blue,CDC27
cg02337062,turquoise,CCDC71
cg02337349,grey,SLC38A3
cg02339297,green,RNF41
cg02340053,turquoise,NBEA
cg02340856,turquoise,SEC61A1
cg02341645,grey,C17orf54
cg02343814,turquoise,KIF18A
cg02346282,blue,BTF3
cg02348116,grey,MBLAC2
cg02351223,turquoise,ARFGAP3
cg02352203,turquoise,RPTOR
cg02352723,turquoise,
cg02354107,turquoise,SCARB2
cg02355033,blue,SETDB2
cg02357389,salmon,CCDC59
cg02358172,turquoise,STARD5
cg02361370,blue,
cg02365742,turquoise,MSX2
cg02370373,lightgreen,TPST2
cg02372421,turquoise,IWS1
cg02372889,grey,HSPB6
cg02375313,blue,EXOC2
cg02376806,blue,LRRC66
cg02376887,blue,
cg02378074,blue,TRMU
cg02379764,turquoise,CLUAP1
cg02380715,blue,GPR133
cg02380802,grey,
cg02383089,turquoise,ZNRD1
cg02383835,turquoise,TLE2
cg02385593,grey,
cg02386244,turquoise,PKMYT1
cg02386644,turquoise,ZNF225
cg02389040,grey,
cg02389270,turquoise,CRLF1
cg02389501,blue,
cg02389555,turquoise,TRIM27
cg02392688,turquoise,GIT1
cg02394263,turquoise,CPPED1
cg02394686,grey,ISOC2
cg02395326,turquoise,KAT2A
cg02395441,turquoise,CIC
cg02395768,yellow,ATP5SL
cg02396009,turquoise,RPUSD4
cg02396888,turquoise,MATN1
cg02397479,blue,DOCK9
cg02397686,turquoise,WBP2
cg02398342,grey,TBCD
cg02399249,grey,KRT27
cg02399570,grey,CCNL1
cg02400092,grey,ZBTB44
cg02400139,blue,TCERG1
cg02400334,turquoise,CLSTN3
cg02400740,turquoise,TWIST1
cg02401399,turquoise,CLIP3
cg02401614,blue,
cg02403292,grey,SLIT3
cg02404636,turquoise,SFI1
cg02405503,grey,CORO2B
cg02407415,grey,PRR25
cg02407746,turquoise,C11orf48
cg02408697,grey,ADARB2
cg02410825,turquoise,C20orf72
cg02411961,turquoise,ENHO
cg02415057,grey,GLIPR1L2
cg02421824,blue,
cg02423659,grey,GAK
cg02425140,grey,C17orf97
cg02427438,turquoise,AAAS
cg02428792,grey,
cg02433406,blue,RPAP3
cg02435495,turquoise,HNF1B
cg02440537,turquoise,H2AFV
cg02440668,grey,
cg02443583,turquoise,TUBD1
cg02445356,turquoise,APPBP2
cg02446006,turquoise,PYGB
cg02446378,turquoise,ZNF17
cg02447462,grey,CFD
