cpg,module,gene
cg01180513,turquoise,C20orf194
cg01182555,blue,HIF1A
cg01186919,turquoise,ALG9
cg01188822,turquoise,YIPF3
cg01189475,grey,ARL5A
cg01190037,turquoise,C4orf10
cg01195053,grey,LOC652276
cg01195281,turquoise,PCNA
cg01196121,grey,
cg01201512,grey,NINJ2
cg01202150,turquoise,PCDHA7
cg01206923,turquoise,NPM1
cg01213928,grey,APEX1
cg01214346,grey,
cg01215742,grey,
cg01216369,grey,SPATA16
cg01217180,turquoise,ENTPD6
cg01217666,grey,TMEM194A
cg01218414,grey,C7orf28A
cg01218619,grey,
cg01221207,turquoise,TRPC4AP
cg01222603,turquoise,SBF2
cg01226806,turquoise,
cg01231141,grey,ADAMTS2
cg01232410,turquoise,POP4
cg01232511,grey,PRSS21
cg01237263,turquoise,
cg01237870,turquoise,MCM10
cg01238140,grey,
cg01239735,grey,IQSEC3
cg01240734,turquoise,AIFM2
cg01241758,turquoise,GPD2
cg01243246,grey,CCDC15
cg01244303,turquoise,HMGCS1
cg01244650,yellow,HIST1H2BJ
cg01246431,turquoise,NR2C1
cg01246520,grey,RAI1
cg01250155,grey,FAM53A
cg01250235,turquoise,WDR91
cg01251603,grey,GABRB3
cg01252526,grey,WDR90
cg01253545,turquoise,RNF185
cg01254303,grey,SRRM4
cg01254739,blue,BAT5
cg01258653,turquoise,BAIAP3
cg01261464,turquoise,UBR7
cg01261798,grey,DPYSL4
cg01263292,turquoise,IRAK3
cg01263942,grey,DIP2C
cg01268383,grey,
cg01268571,grey,
cg01268824,grey,ZNF154
cg01270451,grey,ZCCHC8
cg01272707,turquoise,
cg01273125,turquoise,COBRA1
cg01273330,grey,
cg01274643,blue,
cg01275685,grey,BMPER
cg01277542,grey,SLC6A2
cg01283246,grey,FBXL21
cg01283332,grey,
cg01286930,grey,SPTBN1
cg01286959,grey,SFRS6
cg01290068,grey,MAT2B
cg01290755,grey,
cg01290885,turquoise,C12orf23
cg01292486,turquoise,SRI
cg01292810,grey,
cg01295646,grey,MYOM2
cg01296653,turquoise,CDC37L1
cg01296875,grey,ALG3
cg01299579,grey,NOL10
cg01302562,grey,RIMBP2
cg01302712,turquoise,SNX8
cg01302902,midnightblue,C12orf23
cg01303655,grey,TNRC6C
cg01307092,turquoise,SPRYD3
cg01307939,grey,TMEM130
cg01308968,grey,
cg01310019,turquoise,HIST1H3I
cg01310397,grey,MUC4
cg01311051,turquoise,ALDOA
cg01312858,turquoise,CCDC85A
cg01314143,turquoise,MRPL36
cg01323777,grey,KCNAB3
cg01324343,grey,ABCC5
cg01326531,red,C9orf116
cg01327147,grey,KIAA1161
cg01327685,grey,
cg01328403,turquoise,NOL12
cg01330280,grey,HIST1H3H
cg01330670,turquoise,TBC1D8
cg01331196,grey,HRH1
cg01335658,grey,
cg01335729,turquoise,ZCCHC3
cg01335781,blue,TTC14
cg01337207,grey,TNXB
cg01339704,grey,SMTNL2
cg01340310,grey,VPS53
cg01341891,turquoise,ZZZ3
cg01341976,grey,TEX9
cg01343206,turquoise,EHBP1
cg01343363,grey,NDRG4
cg01345354,grey,SERPINB9
cg01348757,grey,PLIN1
cg01348922,grey,ENPP7
cg01349267,blue,ASB7
cg01349853,blue,TRANK1
cg01351822,grey,UNC45A
cg01352656,grey,
cg01352882,turquoise,STUB1
cg01353809,turquoise,ARID2
cg01353941,grey,
cg01355108,grey,
cg01358551,blue,AP2S1
cg01358940,grey,
cg01359822,grey,ETS2
cg01363383,turquoise,MXI1
cg01367424,turquoise,
cg01368133,purple,HERC3
cg01370181,salmon,NR2F2
cg01370449,grey60,HOXA5
cg01373687,grey,NOMO1
cg01380533,grey,ESRP2
cg01381028,grey,
cg01381636,turquoise,
cg01382105,brown,ATP11A
cg01382860,grey,TRPM4
cg01383546,turquoise,COG8
cg01385230,turquoise,ENTPD4
cg01385882,grey,
cg01387407,turquoise,EML5
cg01388144,turquoise,TP53BP1
cg01392184,blue,ZFYVE19
cg01392313,grey,C6orf227
cg01392544,yellow,CACNB2
cg01393234,turquoise,
cg01394138,turquoise,RECQL5
cg01394819,turquoise,PODN
cg01395760,magenta,KIF22
cg01402698,turquoise,AKT1S1
cg01406988,grey,MEIS1
cg01407235,grey,ARHGAP25
cg01407460,turquoise,Magmas
cg01408127,turquoise,COQ10B
cg01409419,turquoise,GTDC1
cg01410224,grey,METTL1
cg01411142,yellow,INTS10
cg01412419,grey,
cg01412762,grey,ALK
cg01412936,turquoise,WDR65
cg01412970,grey,PLD6
cg01414289,turquoise,PLXNC1
cg01415275,grey,TMEM120A
cg01418618,grey,
cg01418856,turquoise,TUBA1C
cg01421963,blue,ZNF441
cg01422262,turquoise,VAV3
cg01422370,grey,
cg01423393,grey,KIAA1875
cg01423916,turquoise,
cg01424145,turquoise,KCNN4
cg01424889,grey,AVIL
cg01425746,grey,CHST1
cg01428378,turquoise,CCDC62
cg01429662,turquoise,B4GALNT2
cg01430302,turquoise,USP10
cg01431972,turquoise,C10orf41
cg01434197,turquoise,S100A6
cg01434608,turquoise,CMTM3
cg01434672,grey,FAM172A
cg01436551,grey,ZNF148
cg01437515,grey,TNFRSF4
cg01438145,blue,WDR37
cg01438737,blue,SFRS6
cg01439560,grey,BICC1
cg01439854,turquoise,AARS
cg01441308,brown,BIN1
cg01443922,grey,C10orf140
cg01445689,grey,WDR60
cg01448115,grey,
cg01448194,grey,C3orf48
cg01448562,grey,
cg01449425,grey,
cg01449704,grey,QRICH2
cg01449846,grey,CAPN5
cg01449973,grey,
cg01453391,grey,
cg01453441,turquoise,STAT4
cg01454528,turquoise,NME2
cg01454612,grey,
cg01454639,turquoise,
cg01456938,blue,RNF4
cg01457653,blue,FBXL8
cg01458105,grey,STK32C
cg01460805,grey,EGR3
cg01461856,grey,
cg01464730,grey,RPTOR
cg01466164,grey,
cg01468426,grey,MYST3
cg01475377,grey,
cg01476568,grey,C10orf18
cg01477942,grey,
cg01479768,grey,
cg01480180,grey,FZD1
cg01483882,turquoise,TP53INP2
cg01485177,grey,LOC441666
cg01485266,blue,GADD45B
cg01485838,turquoise,EVL
cg01488865,turquoise,C20orf11
cg01489256,grey,TDH
cg01492330,grey,KRT3
cg01492656,turquoise,N4BP2
cg01493198,turquoise,SF3B14
cg01493303,turquoise,GRWD1
cg01493318,grey,
cg01494303,turquoise,NAT15
cg01498231,grey,SPOCK2
cg01499408,grey,
cg01500633,turquoise,SNORD50A
cg01504555,turquoise,SYCE1L
cg01504836,turquoise,KDM4D
cg01505254,turquoise,C6orf89
cg01506891,turquoise,LETM2
cg01510153,grey,BRAF
cg01510903,yellow,KRT18
cg01514703,turquoise,SOCS4
cg01515802,turquoise,LAIR1
cg01516851,grey,
cg01517521,turquoise,USP12
cg01517571,grey,ACOT11
cg01517680,grey,
cg01518225,grey,
cg01519350,yellow,ARMC8
cg01520402,grey,
cg01521080,brown,SLC38A10
cg01522456,turquoise,TSPAN2
cg01524174,grey,SOX9
cg01525669,brown,ARGLU1
cg01526870,turquoise,LOH12CR1
cg01528321,turquoise,TSPAN14
cg01528762,grey,RAB11B
cg01529538,turquoise,RBM23
cg01532080,blue,SSBP4
cg01533021,green,RASL11A
cg01534217,blue,FOXP1
cg01537486,turquoise,SNORD27
cg01538066,turquoise,ZNF749
cg01538778,turquoise,TMED5
cg01540024,grey,C16orf88
cg01541629,turquoise,NSUN2
cg01543795,turquoise,JMJD5
cg01554231,brown,MUC5B
cg01554235,turquoise,BLZF1
cg01554777,grey,TLR2
cg01555270,turquoise,ATP5SL
cg01555307,turquoise,
cg01556715,turquoise,RPS23
cg01556929,grey,VPS28
cg01558040,grey,VANGL1
cg01558660,turquoise,CDC37L1
cg01559436,blue,ARSK
cg01559663,blue,NPBWR1
cg01561368,turquoise,SMEK1
cg01561839,turquoise,
cg01562241,turquoise,PIGG
cg01562537,grey,TSPAN18
cg01565314,grey,EXOC3L2
cg01566127,turquoise,MACROD1
cg01566282,grey,BIRC8
cg01566342,grey,NMUR2
cg01567173,grey,
cg01567615,brown,RASA3
cg01571001,grey,
cg01571407,turquoise,GSPT1
cg01571722,grey,PIK3R4
cg01572989,grey,
cg01573149,turquoise,
cg01573747,grey,CPAMD8
cg01573825,turquoise,CBR4
cg01573938,grey,ACSL6
cg01575930,grey,PCDHGA2
cg01576340,grey,CTNNBIP1
cg01579024,grey,RANBP17
cg01579206,turquoise,CSNK1A1
cg01579765,grey,HSF2BP
cg01579928,turquoise,CALM1
cg01579950,grey,NRXN2
cg01580340,grey,
cg01580934,turquoise,SRPK2
cg01583514,brown,TJP3
cg01583969,turquoise,NEFM
cg01584104,turquoise,ZNF778
cg01587550,turquoise,LNPEP
cg01588435,grey,ICK
cg01588581,grey,C2orf54
cg01591431,turquoise,C11orf63
cg01593751,turquoise,TOM1L1
cg01594233,turquoise,
cg01594538,turquoise,
cg01601439,turquoise,HN1L
cg01601518,grey,ZFYVE28
cg01604611,turquoise,ADSL
cg01606516,turquoise,GUK1
cg01608167,black,STRAP
cg01609139,grey,
cg01609214,grey,MIR30D
cg01612037,grey,
cg01612292,grey,FAM83H
cg01614237,grey,
cg01614703,grey,SFRS8
cg01615818,grey,ZNF681
cg01616529,grey,DRD4
cg01619338,turquoise,PSKH1
cg01620164,grey,FIGN
cg01624173,grey,
cg01628528,grey,C1QTNF9
cg01632311,turquoise,NUDT1
cg01637175,grey,KCNJ12
cg01637870,turquoise,C14orf181
cg01639032,blue,HSPA1A
cg01640684,grey,TBCD
cg01641455,turquoise,SHISA7
cg01642168,turquoise,HSPBP1
cg01642183,midnightblue,SNX26
cg01644979,turquoise,XPO5
cg01645676,grey,C7orf50
cg01649597,turquoise,NMUR1
cg01650864,grey,
cg01652190,grey,C22orf34
cg01652244,grey,DPPA5
cg01653110,turquoise,VAMP4
cg01654446,blue,TAPBP
cg01658602,turquoise,ZNF343
cg01658670,turquoise,YPEL2
cg01661307,grey,GLYR1
cg01663052,grey,C14orf126
cg01663953,grey,CCDC81
cg01664727,grey,RUNX1
cg01665174,turquoise,
cg01665212,turquoise,IER3
cg01665846,blue,ADSL
cg01666600,turquoise,KCNJ12
cg01667892,grey,PRDM9
cg01674679,turquoise,GTF3A
cg01675229,turquoise,
cg01675596,grey,
cg01675814,grey,LRP12
cg01677098,turquoise,TCEA1
cg01677628,grey,
cg01678788,turquoise,
cg01680010,grey,
cg01680448,turquoise,SYNGR2
cg01680839,turquoise,CYP46A1
cg01681009,turquoise,ZNF830
cg01682506,turquoise,
cg01683948,grey,ANKS3
cg01685242,blue,SIPA1
cg01685246,turquoise,ZNF768
cg01687301,turquoise,DBF4B
cg01689892,turquoise,BET1L
cg01690029,turquoise,OSBPL11
cg01691377,grey,SEC11A
cg01693326,grey,CHORDC1
cg01694488,grey,
cg01697541,turquoise,TMEM97
cg01697732,turquoise,FAM20A
cg01698167,blue,HS3ST1
cg01698934,grey,MGC23284
cg01699425,turquoise,FUS
cg01700386,grey,
cg01701002,turquoise,ARMC7
cg01702820,turquoise,SETD2
cg01703419,grey,
cg01703736,grey,
cg01707795,grey,ACTN1
cg01709316,turquoise,KCTD5
cg01710432,brown,HCN4
cg01713535,turquoise,C14orf101
cg01714284,turquoise,ACSL1
cg01714823,turquoise,PPP1R2
cg01714890,turquoise,MTIF3
cg01715901,turquoise,CYTIP
cg01717948,turquoise,SRCAP
cg01718447,turquoise,CRHR2
cg01718711,blue,ERI1
cg01719793,turquoise,ARHGEF19
cg01722343,turquoise,PI4K2B
cg01723606,grey,SH2B2
cg01723710,turquoise,ADIPOR1
cg01723747,turquoise,HN1L
cg01724067,turquoise,GTF2A1
cg01725199,turquoise,GALNT12
cg01726295,grey,
cg01727145,grey,SPEG
cg01727419,grey,SH3PXD2A
cg01730274,blue,CLASP1
cg01733673,turquoise,AP1AR
cg01741372,grey,
cg01743841,grey,CHRNA4
cg01751134,turquoise,LPCAT2
cg01754423,grey,
cg01754525,grey,
cg01755369,blue,ILF3
cg01755467,turquoise,WRN
cg01755539,turquoise,JMJD5
cg01756564,turquoise,ATM
cg01757534,turquoise,BACH2
cg01760090,grey,
cg01760756,grey,ZNF727
cg01763702,turquoise,ZFAND2A
cg01765077,turquoise,WDR66
cg01766368,turquoise,RPRD2
cg01768446,grey,
cg01769037,turquoise,JARID2
cg01769501,turquoise,SDAD1
cg01769980,grey,CCDC125
cg01770109,grey,RPS27A
cg01770333,grey,RAP1GDS1
cg01773685,grey,KLK15
cg01774108,turquoise,IKZF2
cg01777861,grey,
cg01778345,grey,GDAP2
cg01778981,turquoise,POP7
cg01781617,grey,
cg01781963,grey,
cg01783101,grey,
cg01786048,grey,ESPNL
cg01786704,grey,SNRPN
cg01787565,blue,KIF26B
cg01788113,grey,PRSS50
cg01788568,turquoise,DGUOK
cg01788773,grey,
cg01788910,grey,CBS
cg01790646,turquoise,HDAC4
cg01791104,turquoise,PIGV
cg01794405,grey,
cg01795562,turquoise,RAB3GAP2
cg01795955,grey,
cg01796166,blue,
cg01797371,grey,
cg01798251,turquoise,C2orf89
cg01798443,turquoise,RPSA
cg01802180,brown,BTG4
cg01805493,grey,
cg01807202,turquoise,C4orf33
cg01807241,grey,
cg01808030,grey,RIBC2
cg01812337,turquoise,MMP15
cg01813071,turquoise,MMP7
cg01814731,brown,SFRS16
cg01814945,turquoise,HLA-J
cg01815076,grey,SLC35B3
cg01816482,grey,OPA1
cg01816997,turquoise,CDC5L
cg01817714,turquoise,EIF4G1
cg01819759,grey,RNF219
cg01819863,turquoise,EPC1
cg01820262,turquoise,CTNNBL1
cg01821018,grey,TACSTD2
cg01822573,grey,TBKBP1
cg01824410,grey,
cg01829163,grey,SLC7A5
cg01833234,grey,DNHD1
cg01834776,blue,KHNYN
cg01835742,turquoise,CLK1
cg01835766,turquoise,C20orf43
cg01837362,grey,
cg01840591,turquoise,SYT17
cg01842890,grey,HCG18
cg01843524,turquoise,C15orf37
cg01845355,blue,BRD2
cg01847719,grey,CAT
cg01848594,turquoise,CENPN
cg01849085,grey,ZNF727
cg01849212,turquoise,MYOF
cg01849970,turquoise,FCHSD1
cg01850934,turquoise,VTI1B
cg01853638,turquoise,INO80D
cg01854967,grey,
cg01854969,turquoise,FXYD5
cg01856650,turquoise,PDCD6
cg01856849,pink,CBR4
cg01858014,grey,KTN1
cg01858923,blue,MAX
cg01859118,grey,ARHGAP12
cg01859739,grey,ZNF544
cg01860063,turquoise,ST8SIA4
cg01860947,red,
cg01862523,turquoise,FAM135A
cg01863042,grey,
cg01864468,turquoise,
cg01865610,turquoise,LOC552889
cg01867433,turquoise,DMC1
cg01868016,turquoise,BTBD7
cg01868213,turquoise,TUFM
cg01869136,grey,PELI2
cg01869405,turquoise,ANKRD27
cg01870140,turquoise,TMTC4
cg01871920,grey,
cg01872295,blue,BRD2
cg01873391,turquoise,MTDH
cg01873886,grey,BMP4
cg01874084,grey,WIBG
cg01874867,grey,PON1
cg01877524,grey,DSCAML1
cg01878705,turquoise,MIR1539
cg01878788,turquoise,RING1
cg01879488,yellow,CD44
cg01881255,turquoise,SERTAD3
cg01881939,turquoise,ACTG1
cg01883025,blue,DCTPP1
cg01883591,turquoise,TUBD1
cg01887804,turquoise,IVD
cg01888566,grey,MEST
cg01888767,blue,
cg01889448,grey,HLA-DQB1
cg01890726,grey,GLB1L2
cg01891259,grey,
cg01895398,grey,
cg01896926,blue,GLOD4
cg01897594,turquoise,OTX1
cg01897796,turquoise,SLTM
cg01898661,grey,LOC100130015
cg01900836,grey,
cg01901107,grey,ACCN3
cg01903420,grey,
cg01904145,grey,PROK2
cg01906442,turquoise,KIF23
cg01907658,grey,AFF4
cg01908690,turquoise,ZNF646
cg01910231,turquoise,HDGF
cg01910249,turquoise,MYO5A
cg01911237,blue,ST3GAL1
cg01911613,grey,
cg01912586,turquoise,
cg01915642,grey,TASP1
cg01916088,turquoise,FOXP4
cg01916446,grey,FBXO31
cg01921845,brown,AKT1
cg01922485,brown,
cg01922603,grey,CSGALNACT1
cg01926066,turquoise,FANCF
cg01928147,grey,CAB39L
cg01933251,turquoise,STRAP
cg01934787,grey,LRRFIP2
cg01937701,grey,DHRS4
cg01938118,grey,STXBP3
cg01943577,grey,
cg01947066,turquoise,PML
cg01947949,turquoise,FGFRL1
cg01948083,grey,
cg01948202,grey,PARP14
cg01951420,turquoise,IQCB1
cg01951637,green,CBFA2T3
cg01956267,turquoise,ACVR1
cg01956420,grey,COL4A1
cg01957189,turquoise,NEGR1
cg01957971,grey,PPP2R2A
cg01959562,grey,IGFBP7
cg01962183,grey,CLCN7
cg01962727,grey,ANKRD26P1
cg01963221,grey,RAD54L
cg01964685,turquoise,
cg01966091,grey,HAS3
cg01966334,grey,MYO7B
cg01966344,turquoise,DEPDC5
cg01969662,turquoise,TOLLIP
cg01969910,turquoise,GNB4
cg01970638,turquoise,DOK4
cg01971071,blue,DPH2
cg01971667,grey,
cg01975338,grey,VRK1
cg01975461,grey,STK19
cg01978534,grey,APEH
cg01980126,grey,KIAA0240
cg01981108,grey,
cg01981733,grey,
cg01981960,grey,MYL10
cg01982516,grey,
cg01986767,brown,
cg01987515,grey,COPS7B
cg01988340,salmon,LRTOMT
cg01989461,turquoise,GTF2A1
cg01990225,turquoise,LMAN2L
cg01992382,grey,TNXB
cg01993169,grey,
cg01993413,blue,METTL3
cg01993680,turquoise,
cg01993818,grey,NPAS3
cg01994542,turquoise,EIF5
cg01995078,turquoise,MAP4K1
cg01996304,grey,ZNF668
cg01996567,grey,SSPO
cg01997089,turquoise,
cg01997529,turquoise,C19orf22
cg01999229,turquoise,SNRNP70
cg01999539,blue,
cg02000145,grey,BAT1
cg02001200,blue,
cg02001279,grey,ARID3A
cg02002217,grey,
cg02004499,grey,SDK1
cg02004621,grey,KLC4
cg02005549,blue,GSTCD
cg02005600,grey60,HOXA5
cg02006977,pink,SLC35E3
cg02007090,turquoise,TMEM184B
cg02008727,turquoise,KIAA1409
cg02009256,turquoise,GLS2
cg02010894,yellow,CHERP
cg02014690,turquoise,DGCR6
cg02016328,turquoise,RAB18
cg02018277,grey,PIF1
cg02018465,turquoise,MAPK15
cg02018764,grey,
cg02020650,turquoise,RPIA
cg02023345,salmon,TMEM26
cg02025083,turquoise,VEZF1
cg02025680,brown,PGS1
cg02025737,grey,
cg02030816,grey,THAP10
cg02034447,turquoise,SPG7
cg02036430,grey,SSBP2
cg02037518,turquoise,SLC43A1
cg02038168,grey,
cg02039072,grey,LOC731789
cg02040433,turquoise,NDRG4
cg02047577,turquoise,UCKL1AS
cg02048807,grey,AHNAK2
cg02050426,grey,CDH20
cg02051562,grey,APOBEC4
cg02054479,blue,LYRM1
cg02056682,blue,IRX5
cg02057013,grey,ELFN1
cg02057157,turquoise,CNO
cg02060408,turquoise,SETDB1
cg02062326,turquoise,TMED10
cg02062348,grey,ATP6V0A2
cg02062409,grey,
cg02063203,turquoise,DNPEP
cg02065717,grey,SLC30A7
cg02067211,turquoise,LOC100133091
cg02067580,grey,C1orf77
cg02068160,grey,C12orf76
cg02071005,grey,SP9
cg02071276,turquoise,FBXO28
cg02071292,grey,GLIPR1L2
cg02071398,yellow,ITSN1
cg02072376,turquoise,C1orf77
cg02072446,grey,HDAC4
cg02072885,turquoise,LAMP3
cg02074728,turquoise,
cg02075405,turquoise,LTB
cg02076414,turquoise,STIL
cg02076607,grey,C1QTNF8
cg02082720,grey,
cg02083376,grey,EXT2
cg02083539,turquoise,DOC2A
cg02083989,blue,GNS
cg02087101,brown,CBFA2T3
cg02088197,grey,
cg02088292,turquoise,
cg02088470,grey,ADARB2
cg02090547,turquoise,ERN1
cg02090762,grey,FSCN2
cg02091066,turquoise,DST
cg02091185,grey,RANBP17
cg02092589,grey,IGF2R
cg02092880,turquoise,
cg02093918,brown,ATG7
cg02094388,blue,YME1L1
cg02094989,turquoise,
cg02095937,turquoise,TRIM59
cg02096172,grey,
cg02096434,turquoise,CHD9
cg02102533,grey,CCDC102A
cg02104138,grey,
cg02104434,grey,LOC148824
cg02105485,turquoise,CCDC109B
cg02105519,grey,PCDHA7
cg02106306,turquoise,KLF13
cg02106712,grey,
cg02108068,turquoise,
cg02110333,turquoise,NDUFS6
cg02111786,grey,NRXN3
cg02114341,grey,SLC29A3
cg02118635,turquoise,RAD51C
cg02119091,grey,
cg02119577,grey,ETS2
cg02119693,grey,MYO1B
cg02119792,grey,
cg02120714,turquoise,
cg02120739,turquoise,PM20D2
cg02121704,turquoise,CHEK1
cg02121891,grey,BBX
cg02123734,grey,
cg02125316,grey,FGF18
cg02125528,turquoise,GART
cg02125727,lightcyan,NFXL1
cg02126098,turquoise,MAP3K3
cg02126435,pink,RFWD3
cg02126753,turquoise,AEBP1
cg02128139,turquoise,ZBTB9
cg02132003,blue,ANAPC11
cg02132379,grey,SCRN1
cg02133786,grey,BAT3
cg02136620,grey,RUFY1
cg02140159,grey,
cg02144298,turquoise,CEBPA
cg02147032,turquoise,AP1G1
cg02148222,turquoise,ST6GAL1
cg02149189,grey,
cg02150526,blue,PSMD3
cg02150714,grey,ARHGEF10
cg02150927,grey,PRIM2
cg02152233,grey,OPRD1
cg02153584,turquoise,CCDC117
cg02153747,grey,SVIL
cg02154874,turquoise,VEZT
cg02155927,turquoise,
cg02157626,lightgreen,
cg02159489,grey,
cg02161084,turquoise,CD276
cg02162144,grey,
cg02162404,turquoise,
cg02167713,grey,
cg02169098,turquoise,PPPDE2
cg02169125,turquoise,TMEM199
cg02169279,grey,PEBP4
cg02169338,grey,
cg02169857,grey,NCRNA00116
cg02172579,turquoise,ANK1
cg02172616,turquoise,EED
cg02174092,grey,
cg02175309,grey,NUBPL
cg02180766,turquoise,MAVS
cg02182476,grey,LOC100128573
cg02185053,grey,FAM49B
cg02189786,grey,THAP11
cg02190610,turquoise,MYLIP
cg02190746,turquoise,ASB13
cg02191312,turquoise,PTGDR
cg02192555,brown,MSRA
cg02195995,grey,
cg02196694,turquoise,TOX
cg02196730,grey,MTHFS
cg02197634,grey,HLA-DPB1
cg02197918,turquoise,TPP2
cg02200456,blue,SLC22A18AS
cg02201914,grey,
cg02202022,grey,C11orf75
cg02210123,turquoise,RHOJ
cg02210151,grey,FGFR2
cg02212310,turquoise,BAT2
cg02213340,blue,EEF1A1
cg02215070,turquoise,AKR1B1
cg02215960,blue,HEMK1
cg02216295,turquoise,ANKRD11
cg02218809,turquoise,TMEM219
cg02221143,turquoise,ERO1L
cg02221750,grey,ANKLE1
cg02223005,turquoise,TPPP
cg02224314,grey,BCL11B
cg02225143,grey,MANF
cg02225897,turquoise,RTDR1
cg02226688,turquoise,ENOPH1
cg02228635,blue,RPL5
cg02228804,turquoise,HIST1H2AI
cg02231052,turquoise,RPS3
cg02231295,turquoise,RAD9A
cg02236651,grey,LIMD2
cg02239258,grey,
cg02242345,brown,
cg02247823,grey,GMFB
cg02248486,grey60,HOXA5
cg02249577,grey,
cg02250291,grey,
cg02251172,turquoise,PAOX
cg02251859,grey,GPR98
cg02254774,grey,LOC441601
cg02256410,turquoise,TPX2
cg02257681,grey,DDAH2
cg02257714,turquoise,CACNA1H
cg02257953,grey,
cg02261174,brown,HAS1
cg02262786,turquoise,C10orf76
cg02263479,turquoise,NTHL1
cg02263539,turquoise,ST6GAL1
cg02264195,brown,TRAP1
cg02265034,turquoise,FBXW8
cg02267270,grey,MDGA1
cg02267838,turquoise,STIM2
cg02270332,grey,
cg02271560,grey,C2orf63
cg02273436,grey,PDGFRA
cg02274108,red,ATPGD1
cg02276361,grey,REEP3
cg02276823,grey,MMD2
cg02276826,grey,
cg02278912,grey,
cg02278959,grey,ZNF286B
cg02279953,grey,SNORD114-11
cg02281226,turquoise,STX8
cg02282631,grey,
cg02284587,turquoise,CACHD1
cg02286533,grey,BRCA1
cg02286847,turquoise,FKBP10
cg02287093,turquoise,C17orf58
cg02287371,grey,SLC6A18
cg02288001,turquoise,NCRNA00219
cg02288296,turquoise,SNX8
cg02288777,turquoise,PEF1
cg02289287,grey,
cg02290823,blue,TMED1
cg02290978,grey,
cg02291164,grey,
cg02291466,turquoise,CHPF2
cg02292450,grey,CSMD3
cg02293936,turquoise,LOC404266
cg02297879,grey,LRRC27
cg02299195,grey,PTPRJ
cg02299497,grey,
cg02299568,turquoise,TRMT2A
cg02300154,grey,WBSCR17
cg02304092,grey,FLJ44606
cg02304584,grey,
cg02307130,blue,EID2
cg02307953,turquoise,MRPL30
cg02308795,turquoise,CDC42SE2
cg02310882,turquoise,ZFHX3
cg02313554,grey,
cg02314201,grey,
cg02314846,turquoise,ACAA1
cg02315450,grey,YWHAQ
cg02320003,blue,ELOVL7
cg02320083,grey,
cg02321381,turquoise,OXA1L
cg02322621,turquoise,ZBTB9
cg02322843,grey,SLC15A4
cg02324737,turquoise,DYNC1I2
cg02325243,turquoise,PBX4
cg02325679,turquoise,SCAND1
cg02326386,turquoise,MOBKL2A
cg02329767,turquoise,STARD4
cg02331830,grey,PLEC1
cg02331910,grey,S100A13
cg02335554,turquoise,DUSP16
cg02335863,grey,CDC27
cg02337062,turquoise,CCDC71
cg02337349,grey,SLC38A3
cg02337568,blue,SH2B3
cg02340053,turquoise,NBEA
cg02340856,turquoise,SEC61A1
cg02343814,turquoise,KIF18A
cg02346282,grey,BTF3
cg02348116,grey,MBLAC2
cg02351223,turquoise,ARFGAP3
cg02352203,turquoise,RPTOR
cg02354107,red,SCARB2
cg02357389,turquoise,CCDC59
cg02358172,turquoise,STARD5
cg02361370,grey,
cg02362385,turquoise,LPAR2
cg02363277,turquoise,HSD17B1
cg02364793,turquoise,RNF44
cg02365514,grey,MAPK15
cg02367850,grey,
cg02370373,turquoise,TPST2
cg02372421,turquoise,IWS1
cg02375499,turquoise,USP5
cg02376806,grey,LRRC66
cg02376887,grey,
cg02378074,grey,TRMU
cg02379764,turquoise,CLUAP1
cg02380802,grey,
cg02383089,turquoise,ZNRD1
cg02383835,turquoise,TLE2
cg02384682,turquoise,PPIC
cg02385593,grey,
cg02386244,turquoise,PKMYT1
cg02386644,turquoise,ZNF225
cg02389040,grey,
cg02389270,turquoise,CRLF1
cg02389555,turquoise,TRIM27
cg02392688,turquoise,GIT1
cg02394263,turquoise,CPPED1
cg02395441,turquoise,CIC
cg02395768,turquoise,ATP5SL
cg02396009,turquoise,RPUSD4
cg02397720,turquoise,
cg02398191,turquoise,CD151
cg02398342,grey,TBCD
cg02399249,grey,KRT27
cg02399570,blue,CCNL1
cg02400092,grey,ZBTB44
cg02400139,grey,TCERG1
cg02400334,turquoise,CLSTN3
cg02400740,grey,TWIST1
cg02401399,grey,CLIP3
cg02401454,grey,HBQ1
cg02401614,grey,
cg02403292,grey,SLIT3
cg02404636,turquoise,SFI1
cg02407415,grey,PRR25
cg02408697,grey,ADARB2
cg02415057,grey,GLIPR1L2
cg02422426,grey,ODZ3
cg02423659,grey,GAK
cg02424630,grey,TAOK3
cg02425140,grey,C17orf97
cg02428652,grey,NARF
cg02428792,grey,
cg02429622,turquoise,SVIL
cg02430347,turquoise,PCDHGA4
cg02433406,grey,RPAP3
cg02439789,grey,SAMD11
cg02440537,turquoise,H2AFV
cg02440668,grey,
cg02444433,grey,PRDM9
cg02445356,grey,APPBP2
cg02445664,turquoise,B4GALNT2
cg02446006,turquoise,PYGB
cg02446378,turquoise,ZNF17
cg02446871,blue,EPB41
cg02447462,grey,CFD
cg02452435,grey,COG1
cg02452966,grey,RYR1
cg02454501,turquoise,LMO1
cg02455571,grey,NOS1AP
cg02455615,blue,CSTF3
cg02457623,blue,ATP2B4
cg02457680,grey,TDRD10
cg02458065,grey,ZNF841
cg02461391,turquoise,CDYL2
cg02462879,grey,
cg02463440,grey,PIWIL2
cg02464979,tan,
cg02466830,grey,
cg02467054,turquoise,FAM100A
cg02468050,turquoise,GRID2
cg02468728,grey,HCN2
